ENSEMBL	baseMean	log2FoldChange	lfcSE	stat	pvalue	padj	SYMBOL	GENENAME
ENSG00000104321	124.73884845196	-2.89469195339124	0.791834931361362	-3.65567599855003	0.000256505156722336	0.0275115424476021	TRPA1	transient receptor potential cation channel subfamily A member 1
ENSG00000104415	765.953559965956	-2.04195924225709	0.505770535841823	-4.0373234452228	5.4064504962218e-05	0.0103495887157421	CCN4	cellular communication network factor 4
ENSG00000105251	21.3191330394663	3.2181382439894	0.882227186650996	3.64774322610223	0.000264553830357807	0.0280761233438675	SHD	Src homology 2 domain containing transforming protein D
ENSG00000105255	83.2385125256271	-2.77381800395926	0.726716015323369	-3.81692152845289	0.000135127123090913	0.0187479585550815	FSD1	fibronectin type III and SPRY domain containing 1
ENSG00000105650	2.57636308768674	-3.26862286120537	0.911605251112008	-3.58556826786395	0.000336344999850207	0.0325018877491034	PDE4C	phosphodiesterase 4C
ENSG00000105664	1534.31777921723	-2.90847332766787	0.787712820879862	-3.69230162385722	0.00022223367430632	0.0248939928583306	COMP	cartilage oligomeric matrix protein
ENSG00000105699	1282.30924965916	2.44056854454254	0.532025748400788	4.58731283566373	4.48987637507111e-06	0.00242142720276951	LSR	lipolysis stimulated lipoprotein receptor
ENSG00000105963	168.262386777036	-1.20635429445711	0.352971705524521	-3.41770820600041	0.00063150771558057	0.0476418069874982	ADAP1	ArfGAP with dual PH domains 1
ENSG00000106236	776.888450025589	-3.04425061113468	0.843583029241229	-3.60871485747274	0.00030771760342068	0.0308186312353043	NPTX2	neuronal pentraxin 2
ENSG00000106511	818.788027261639	-2.95074519061712	0.776450759657921	-3.80029918692735	0.000144521493713238	0.0194275426615582	MEOX2	mesenchyme homeobox 2
ENSG00000106633	82.7392427199946	-3.63367213642137	0.792526623609322	-4.58492122305356	4.54157634225505e-06	0.00242142720276951	GCK	glucokinase
ENSG00000106809	281.875104995055	-2.82873050266062	0.689548604917669	-4.10229312696291	4.09075559815441e-05	0.0089685228236553	OGN	osteoglycin
ENSG00000106927	80.4749449129818	4.27977597298835	1.16949905563602	3.65949502255977	0.000252712751428015	0.0272012451234582	AMBP	alpha-1-microglobulin/bikunin precursor
ENSG00000107317	540.773374418643	-3.01578097670194	0.738380100409327	-4.0843204943228	4.42059834533327e-05	0.00941587447555987	PTGDS	prostaglandin D2 synthase
ENSG00000107954	171.762343553715	-2.37628693159816	0.664461684332261	-3.57625877854216	0.000348546635671953	0.0334840116036038	NEURL1	neuralized E3 ubiquitin protein ligase 1
ENSG00000109072	99.8788623981772	2.20313279493022	0.638938632166289	3.44811329917649	0.000564517182239797	0.0449325965632234	VTN	vitronectin
ENSG00000109255	36.2769121415965	-2.62451004724672	0.74183674411423	-3.53785393898283	0.000403393137091129	0.0366397261995744	NMU	neuromedin U
ENSG00000109472	2032.20422117375	-1.84216057725422	0.48877659096322	-3.76892144859868	0.00016395447031077	0.0209239110085213	CPE	carboxypeptidase E
ENSG00000109610	2384.69890677308	-2.71384942589278	0.634883256603402	-4.27456449302468	1.91511265778343e-05	0.00609731552077028	SOD3	superoxide dismutase 3
ENSG00000110046	1912.42816826486	0.910489045882284	0.202462590838005	4.49707297587033	6.88953465186557e-06	0.0031572858345504	ATG2A	autophagy related 2A
ENSG00000110318	547.439537934006	-2.35434621682396	0.678556872620616	-3.46963727260085	0.000521161672833743	0.0426993488507149	CEP126	centrosomal protein 126
ENSG00000110900	1042.13233734462	-2.93954433732379	0.692684751982491	-4.2436971925695	2.19866991351605e-05	0.00665009702042065	TSPAN11	tetraspanin 11
ENSG00000112214	74.3924453175351	-2.72044843714543	0.555851218953844	-4.89420252107305	9.87051548271633e-07	0.00106622718317942	FHL5	four and a half LIM domains 5
ENSG00000112619	41.3084569359003	-2.52770031937098	0.562738132742359	-4.49178787130151	7.06277527959461e-06	0.00316007037206166	PRPH2	peripherin 2
ENSG00000113327	141.380933168218	4.07173459278309	1.08696451528038	3.74596827729265	0.000179699300005841	0.0218280523211915	GABRG2	gamma-aminobutyric acid type A receptor subunit gamma2
ENSG00000113739	593.896690575708	-2.24623034331674	0.480824364060396	-4.67162338519641	2.98828504919698e-06	0.00218025528841008	STC2	stanniocalcin 2
ENSG00000114270	1218.27420420704	-2.48330127549065	0.600183023583468	-4.13757333665286	3.50998280500817e-05	0.008428611479876	COL7A1	collagen type VII alpha 1 chain
ENSG00000116147	84.7773809533494	-3.59196712291045	0.838805687681094	-4.28223982700995	1.85021406923532e-05	0.00601737362775176	TNR	tenascin R
ENSG00000116962	11827.940228099	-2.11518089391662	0.615664043074792	-3.43560894567244	0.000591223695007893	0.0457344037831426	NID1	nidogen 1
ENSG00000117122	1515.06493125608	-2.60475583285336	0.633082974141117	-4.1143988059182	3.88189804539937e-05	0.00888862477574816	MFAP2	microfibril associated protein 2
ENSG00000117525	413.755823845289	-2.1247300635689	0.498927118821732	-4.25859806656064	2.05712970530048e-05	0.00648124427776234	F3	coagulation factor III, tissue factor
ENSG00000117595	165.818726396198	2.47776684810049	0.681507865226774	3.63571276947187	0.000277213077578299	0.0288130128674682	IRF6	interferon regulatory factor 6
ENSG00000118137	87.7167631056833	3.63437141610409	0.994961358154376	3.65277644836955	0.000259420067532521	0.0276282371922135	APOA1	apolipoprotein A1
ENSG00000118271	95.2947377087197	3.21175526606689	0.871699384801912	3.68447577463501	0.00022917381986939	0.0253904445266285	TTR	transthyretin
ENSG00000120820	534.830474563051	-2.33645413026051	0.559914595160018	-4.17287591796526	3.00778764684899e-05	0.00791074305796474	GLT8D2	glycosyltransferase 8 domain containing 2
ENSG00000121742	140.743885060357	6.05026373976719	1.2235851302207	4.94470191761475	7.62604620414236e-07	0.00104844269768404	GJB6	gap junction protein beta 6
ENSG00000122133	761.500427524167	-3.39773605683174	0.968109624097019	-3.50966044780404	0.000448679265448268	0.0387735801792809	PAEP	progestagen associated endometrial protein
ENSG00000122176	3767.00263358096	-2.48098327584746	0.657838010421884	-3.77141976678477	0.000162321350896071	0.0208917939540535	FMOD	fibromodulin
ENSG00000122194	37.5291584464184	5.71927835414653	1.67636781442627	3.41170851941221	0.000645571043413214	0.0480934526578229	PLG	plasminogen
ENSG00000122641	3453.69340593692	-3.31067229307843	0.714588180004298	-4.63297936590348	3.60440476514184e-06	0.00235278434339814	INHBA	inhibin subunit beta A
ENSG00000124107	128.634114375415	3.07422207096023	0.886589073920588	3.46747118974262	0.000525380057428957	0.0427659302302674	SLPI	secretory leukocyte peptidase inhibitor
ENSG00000125384	154.305619802169	-1.87671550022673	0.548600608477684	-3.42091399685911	0.00062411065192486	0.04731040295268	PTGER2	prostaglandin E receptor 2
ENSG00000125968	985.300447415967	-1.65687121069439	0.38720632474543	-4.27903963548039	1.8770143914763e-05	0.00603959332814809	ID1	inhibitor of DNA binding 1, HLH protein
ENSG00000126890	325.717027972198	6.16939351050096	1.20117069753258	5.13615052646057	2.80423079030435e-07	0.000532925465997056	CTAG2	cancer/testis antigen 2
ENSG00000127083	291.074364034954	-2.86531865040812	0.698479210214696	-4.10222467398477	4.09196637460964e-05	0.0089685228236553	OMD	osteomodulin
ENSG00000127324	164.126633743258	4.09132858068938	1.03544593998457	3.95127202947006	7.77369010615928e-05	0.0127093530243726	TSPAN8	tetraspanin 8
ENSG00000128045	14.2124850907393	-2.70729979306623	0.597075228366711	-4.53426915812936	5.78032802947523e-06	0.00286609510786078	RASL11B	RAS like family 11 member B
ENSG00000128567	3417.40549084015	-1.56985902695692	0.437597247497208	-3.58745178571293	0.000333925454094279	0.0324779239990707	PODXL	podocalyxin like
ENSG00000128606	501.601249432241	-3.22175380977186	0.655063003374068	-4.91823502957333	8.73280232587717e-07	0.00105652935659392	LRRC17	leucine rich repeat containing 17
ENSG00000130032	29.4408467143568	-2.40355621134182	0.602131185740435	-3.99174842337087	6.55879322557824e-05	0.0113358434229051	PRRG3	proline rich and Gla domain 3
ENSG00000130055	12.7133822630242	-1.64610003976348	0.439296407504793	-3.74712838903768	0.000178870545430376	0.0218149940205127	GDPD2	glycerophosphodiester phosphodiesterase domain containing 2
ENSG00000130294	251.434476984498	-3.84379900558157	0.923993828764914	-4.15998341755107	3.18270701214152e-05	0.00811011871036122	KIF1A	kinesin family member 1A
ENSG00000130508	4852.1082064245	-2.04711663524236	0.543535352166598	-3.76629896672277	0.000165685377260046	0.021055966052972	PXDN	peroxidasin
ENSG00000130707	534.066752044772	-1.75465480082713	0.502740959536121	-3.49017673524383	0.000482701206502346	0.0404897565717761	ASS1	argininosuccinate synthase 1
ENSG00000131459	1327.61432080051	-1.74976592145794	0.480281528373297	-3.64320886415174	0.000269260172711078	0.0281942276034494	GFPT2	glutamine-fructose-6-phosphate transaminase 2
ENSG00000131469	41802.0744572967	0.904610640885996	0.249550818405628	3.62495561691812	0.000289011081501408	0.0297327522826245	RPL27	ribosomal protein L27
ENSG00000132000	530.236863031368	-3.20500719612681	0.699640271340928	-4.58093584290696	4.62899844795672e-06	0.00242142720276951	PODNL1	podocan like 1
ENSG00000132554	30.8738007731267	-2.59932275469804	0.74131777681139	-3.50635427343782	0.000454290119778493	0.039112594535544	RGS22	regulator of G protein signaling 22
ENSG00000132932	523.88856591425	2.61812616896295	0.596464258766807	4.38940997801937	1.13658615978863e-05	0.00429663809566058	ATP8A2	ATPase phospholipid transporting 8A2
ENSG00000133101	110.547275228283	-2.89113638315639	0.770810066254662	-3.75077663062227	0.000176287693986573	0.0216747869606418	CCNA1	cyclin A1
ENSG00000133116	61.8982320323969	-1.67707300898026	0.460344855141191	-3.64307972653651	0.000269395350704122	0.0281942276034494	KL	klotho
ENSG00000133169	145.929132700936	3.45304514158001	0.9773566043524	3.53304528378156	0.000410802100134527	0.0370899114049818	BEX1	brain expressed X-linked 1
ENSG00000133816	2600.96925712754	-1.88062269579161	0.522436215632679	-3.59971732341362	0.000318563297088589	0.0314877956985015	MICALCL	MICAL C-terminal like
ENSG00000133816	2600.96925712754	-1.88062269579161	0.522436215632679	-3.59971732341362	0.000318563297088589	0.0314877956985015	MICAL2	microtubule associated monooxygenase, calponin and LIM domain containing 2
ENSG00000134240	25.0856672080706	5.58325433278085	1.6093893172736	3.46917571333158	0.00052205789092676	0.0426993488507149	HMGCS2	3-hydroxy-3-methylglutaryl-CoA synthase 2
ENSG00000134339	88.9569034299762	4.97409262532863	0.991319270670196	5.0176494823568	5.23074992968215e-07	0.000780403660168989	SAA2	serum amyloid A2
ENSG00000136010	912.766567925939	-2.14339546800546	0.399888092000535	-5.3599882339147	8.32273723126014e-08	0.000209774591913912	ALDH1L2	aldehyde dehydrogenase 1 family member L2
ENSG00000136111	4498.00546590072	1.58491710666367	0.450435870179093	3.51862986851715	0.000433781444355962	0.0381399812964838	TBC1D4	TBC1 domain family member 4
ENSG00000136634	82.2795442209323	-1.49249513230531	0.38470554239592	-3.87957793124101	0.00010463787324272	0.0157129303429956	IL10	interleukin 10
ENSG00000136872	78.0176973841376	3.66527434050779	0.863139588559605	4.24644447907244	2.17189568070391e-05	0.00665009702042065	ALDOB	aldolase, fructose-bisphosphate B
ENSG00000136881	434.947802884839	3.38674775844551	0.873625841737194	3.8766570271216	0.000105901472907195	0.0157129303429956	BAAT	bile acid-CoA:amino acid N-acyltransferase
ENSG00000137573	5639.47745761314	-2.07581887747539	0.552657297065931	-3.75606888481516	0.000172603203388035	0.0213957233183381	SULF1	sulfatase 1
ENSG00000137709	5.63310040026478	-2.63544131796662	0.753801792884089	-3.49619932301205	0.000471936029404808	0.039983689482851	POU2F3	POU class 2 homeobox 3
ENSG00000137745	662.145539681718	-4.05328599532146	0.897181207402078	-4.51780082092708	6.24852196145277e-06	0.00304827089106614	MMP13	matrix metallopeptidase 13
ENSG00000137764	1007.50619439755	0.771826802079836	0.185796056687823	4.15416137370811	3.26482713033887e-05	0.00811011871036122	MAP2K5	mitogen-activated protein kinase kinase 5
ENSG00000137843	120.816039574681	3.06177228380228	0.763808402477322	4.0085606205323	6.10899579864166e-05	0.0110642327500428	BUB1B-PAK6	BUB1B-PAK6 readthrough
ENSG00000137843	120.816039574681	3.06177228380228	0.763808402477322	4.0085606205323	6.10899579864166e-05	0.0110642327500428	PAK6	p21 (RAC1) activated kinase 6
ENSG00000138829	559.529962807233	-2.416768636741	0.58183387237149	-4.15370907659694	3.2712903612513e-05	0.00811011871036122	FBN2	fibrillin 2
ENSG00000138944	244.064948163584	-2.36987497577849	0.592276351510905	-4.00129934233051	6.29956034223124e-05	0.0112080295359486	SHISAL1	shisa like 1
ENSG00000139329	14093.0028917361	-2.09250480081647	0.51586580455784	-4.0562967778219	4.98569026648577e-05	0.00985602534641364	LUM	lumican
ENSG00000139547	62.4082403741101	2.83564991883009	0.79043981318189	3.58743306136779	0.000333949426823745	0.0324779239990707	RDH16	retinol dehydrogenase 16
ENSG00000139914	24.3310802868262	1.99399182826013	0.57812738302119	3.44905272924435	0.000562556838127071	0.0448947074564416	FITM1	fat storage inducing transmembrane protein 1
ENSG00000143867	91.8437007057112	-2.68808126435138	0.726770236997958	-3.69866723691787	0.000216734525858795	0.024644182214756	OSR1	odd-skipped related transcription factor 1
ENSG00000144152	414.008871960892	-1.65375291179833	0.46054557543777	-3.59085614974449	0.000329593517426284	0.0322617654630272	FBLN7	fibulin 7
ENSG00000144891	81.2020174885891	-2.35475003000281	0.573019302748993	-4.10937296301568	3.96734888820341e-05	0.00888862477574816	AGTR1	angiotensin II receptor type 1
ENSG00000145192	44.6357070282794	4.77365262996425	1.39859678058481	3.41317290031814	0.000642111897745886	0.0479810368343789	AHSG	alpha 2-HS glycoprotein
ENSG00000145248	70.8656942703414	-4.09103895537172	0.754842546069767	-5.41972491703402	5.9690810198739e-08	0.000172216487412312	SLC10A4	solute carrier family 10 member 4
ENSG00000145681	133.388635645071	-4.07162897100886	0.869406012979471	-4.6832307463061	2.82388317122547e-06	0.00213527925992214	HAPLN1	hyaluronan and proteoglycan link protein 1
ENSG00000146221	16.2593051209036	2.1029996489017	0.595827586685354	3.52954394173135	0.00041627656923031	0.0373174172023388	TCTE1	t-complex-associated-testis-expressed 1
ENSG00000146233	224.428840413765	2.02220232091827	0.528847675071213	3.82378975315712	0.000131415988325385	0.018401888809674	CYP39A1	cytochrome P450 family 39 subfamily A member 1
ENSG00000146276	10.2848669808677	-3.59336900440269	1.04291856177155	-3.44549338377757	0.000570017921133261	0.0451328849282634	GABRR1	gamma-aminobutyric acid type A receptor subunit rho1
ENSG00000146555	404.10965984884	-2.33445527491797	0.602210202065512	-3.87647912126208	0.000105978899357637	0.0157129303429956	SDK1	sidekick cell adhesion molecule 1
ENSG00000148346	182.362352034377	-4.11869712482467	1.11190676270513	-3.70417490294276	0.000212079898038415	0.0244830862445416	LCN2	lipocalin 2
ENSG00000150471	214.856893266197	-2.7175212422377	0.780935373429372	-3.47982859363134	0.000501734672869206	0.0416908431747308	ADGRL3	adhesion G protein-coupled receptor L3
ENSG00000151388	759.916497091384	-1.73342474768756	0.444628223209228	-3.89859360518341	9.67529991328465e-05	0.0147797535948085	ADAMTS12	ADAM metallopeptidase with thrombospondin type 1 motif 12
ENSG00000151834	131.082706130734	-4.75406836795169	1.05653971387402	-4.49965893900941	6.80625748139743e-06	0.0031572858345504	GABRA2	gamma-aminobutyric acid type A receptor subunit alpha2
ENSG00000152779	17.4850515567176	-2.24797736251554	0.641699174289693	-3.50316386958712	0.000459766520841039	0.0392827632467742	SLC16A12	solute carrier family 16 member 12
ENSG00000153060	11.4432955628799	2.91508135548146	0.755528297475798	3.85833510832178	0.000114162048890978	0.0165212695251509	TEKT5	tektin 5
ENSG00000154277	630.859567474057	-3.04555910220394	0.740548547539091	-4.11257183924619	3.9127565569134e-05	0.00888862477574816	UCHL1	ubiquitin C-terminal hydrolase L1
ENSG00000155980	42.9873487139631	-2.62506908680917	0.738719025412436	-3.55354200515352	0.000380080493830271	0.0353720449735088	KIF5A	kinesin family member 5A
ENSG00000156076	15.4972615115172	-4.86845877009956	1.21299715816273	-4.01357805114199	5.98052144486771e-05	0.0108967982904499	WIF1	WNT inhibitory factor 1
ENSG00000156113	990.047546725375	-2.08467020760693	0.455994687630209	-4.57169845210457	4.83786807344603e-06	0.00248010436863472	KCNMA1	potassium calcium-activated channel subfamily M alpha 1
ENSG00000156269	66.0245361754076	6.26855007783144	1.3893990708315	4.51169876922399	6.4310477518534e-06	0.0030875154016279	NAA11	N-alpha-acetyltransferase 11, NatA catalytic subunit
ENSG00000157766	400.05002510476	-2.95907892881571	0.702511844864874	-4.21214097733096	2.52961578463213e-05	0.00708432953907254	ACAN	aggrecan
ENSG00000159167	1044.20556565752	-2.45771731359804	0.526396926521194	-4.66894312974127	3.02753164429092e-06	0.00218025528841008	STC1	stanniocalcin 1
ENSG00000159212	260.386349741326	-2.12352426216378	0.596856485114404	-3.55784734710012	0.00037390649233383	0.0350129280716069	CLIC6	chloride intracellular channel 6
ENSG00000160111	82.8306563598694	-1.99936046137618	0.407800695819456	-4.9027882538517	9.4485817620168e-07	0.00105845112582948	CPAMD8	C3 and PZP like alpha-2-macroglobulin domain containing 8
ENSG00000160161	194.159817175442	-2.30179086412309	0.571693325952652	-4.02626855978676	5.66689628651655e-05	0.010581004902926	CILP2	cartilage intermediate layer protein 2
ENSG00000160321	111.798453245085	3.03679593972599	0.686194448390959	4.42556180226596	9.61916116209107e-06	0.00387921531344809	ZNF208	zinc finger protein 208
ENSG00000160716	149.987744754438	3.59312947789288	0.870597280373124	4.12720043916623	3.6720631037603e-05	0.00874529296349088	CHRNB2	cholinergic receptor nicotinic beta 2 subunit
ENSG00000160868	9.91518332575273	3.12175393258326	0.770409575673562	4.05207052346661	5.07663565219703e-05	0.00997064428158126	CYP3A4	cytochrome P450 family 3 subfamily A member 4
ENSG00000162490	190.453435120374	-3.86709024556655	0.681952645626458	-5.670614038038	1.42286621145785e-08	5.62974179295956e-05	DRAXIN	dorsal inhibitory axon guidance protein
ENSG00000162576	3404.48981608845	-2.19582450196147	0.519184974195842	-4.22936835828609	2.34348360171626e-05	0.00688658791167168	MXRA8	matrix remodeling associated 8
ENSG00000162723	118.02720100011	-3.27964624265003	0.818995221067102	-4.00447543317389	6.21552496621063e-05	0.0111239507768051	SLAMF9	SLAM family member 9
ENSG00000162878	522.242719947708	-1.6681343909683	0.442070676032389	-3.7734563304219	0.000161001411671506	0.0208104645188734	PKDCC	protein kinase domain containing, cytoplasmic
ENSG00000162951	19.2299777060169	-3.18067243165539	0.903020409865465	-3.52225973732893	0.000427884697115215	0.0379496681922462	LRRTM1	leucine rich repeat transmembrane neuronal 1
ENSG00000163040	178.719702834916	-2.4257928850078	0.554101584561857	-4.3778847644443	1.19836679149439e-05	0.00429663809566058	CCDC74A	coiled-coil domain containing 74A
ENSG00000163239	41.5342230441325	-1.66784240945969	0.410129831785861	-4.06662056792423	4.76998119706013e-05	0.00981447967933882	TDRD10	tudor domain containing 10
ENSG00000163431	369.800493058331	-1.77956399726426	0.473091680521995	-3.76156265377725	0.000168855111139994	0.0212799653814177	LMOD1	leiomodin 1
ENSG00000163520	3354.31791751567	-2.10062208688663	0.480783160447844	-4.36916734964244	1.24721165141893e-05	0.00438641437311826	FBLN2	fibulin 2
ENSG00000163568	922.398921008163	-2.33591125776412	0.675984885466455	-3.4555672885382	0.000549136107165527	0.0441733263226823	AIM2	absent in melanoma 2
ENSG00000163631	1487.23053793968	5.51441642643058	1.59123143226721	3.46550244961763	0.000529241705592314	0.0429154011456974	ALB	albumin
ENSG00000163735	77.9763206214194	-3.28457678550468	0.826046169805723	-3.97626295667853	7.0006712968594e-05	0.0118291789969167	CXCL5	C-X-C motif chemokine ligand 5
ENSG00000164434	1387.81931584606	3.49171191657029	0.922118079590956	3.78662125149871	0.000152709595251798	0.0202219968813366	FABP7	fatty acid binding protein 7
ENSG00000164509	36.9244553093591	-2.36824134671342	0.680395191060066	-3.48068501634126	0.000500133271107306	0.0416722614818501	IL31RA	interleukin 31 receptor A
ENSG00000164935	75.8619506883616	-2.12617667404378	0.602348378579905	-3.52981223101562	0.000415854691268887	0.0373174172023388	DCSTAMP	dendrocyte expressed seven transmembrane protein
ENSG00000165124	474.172878914027	-1.61342947532481	0.474311287117818	-3.40162572374971	0.000669863089678278	0.0491764053650709	SVEP1	sushi, von Willebrand factor type A, EGF and pentraxin domain containing 1
ENSG00000165323	42.8434989737797	-2.92417900101507	0.678091591478201	-4.31236581866548	1.61516905478597e-05	0.00531004382946265	FAT3	FAT atypical cadherin 3
ENSG00000165804	1583.27432308303	1.18385345612595	0.312783814751763	3.78489359197023	0.000153774359674252	0.0202219968813366	ZNF219	zinc finger protein 219
