NAME	TITLE	SCORE	
PPP1R14A	protein phosphatase 1 regulatory inhibitor subunit 14A [Source:HGNC Symbol;Acc:HGNC:14871]	4.8228045	
RPL29P19	ribosomal protein L29 pseudogene 19 [Source:HGNC Symbol;Acc:HGNC:35508]	4.7923164	
FAT3	FAT atypical cadherin 3 [Source:HGNC Symbol;Acc:HGNC:23112]	4.791788	
TNR	tenascin R [Source:HGNC Symbol;Acc:HGNC:11953]	4.732787	
ID1	inhibitor of DNA binding 1, HLH protein [Source:HGNC Symbol;Acc:HGNC:5360]	4.7265396	
SOD3	superoxide dismutase 3 [Source:HGNC Symbol;Acc:HGNC:11181]	4.7178187	
F3	coagulation factor III, tissue factor [Source:HGNC Symbol;Acc:HGNC:3541]	4.686746	
CABCOCO1	ciliary associated calcium binding coiled-coil 1 [Source:HGNC Symbol;Acc:HGNC:28678]	4.666558	
TSPAN11	tetraspanin 11 [Source:HGNC Symbol;Acc:HGNC:30795]	4.6578526	
MXRA8	matrix remodeling associated 8 [Source:HGNC Symbol;Acc:HGNC:7542]	4.6301494	
SFTPA2	surfactant protein A2 [Source:HGNC Symbol;Acc:HGNC:10799]	4.629886	
RORB	RAR related orphan receptor B [Source:HGNC Symbol;Acc:HGNC:10259]	4.6205063	
RNU4-1	RNA, U4 small nuclear 1 [Source:HGNC Symbol;Acc:HGNC:10192]	4.6037216	
ACAN	aggrecan [Source:HGNC Symbol;Acc:HGNC:319]	4.5969563	
INHBA-AS1	INHBA antisense RNA 1 [Source:HGNC Symbol;Acc:HGNC:40303]	4.5786366	
RFPL1S	RFPL1 antisense RNA 1 [Source:HGNC Symbol;Acc:HGNC:9978]	4.5665154	
CYS1	cystin 1 [Source:HGNC Symbol;Acc:HGNC:18525]	4.5431123	
ADGRG2	adhesion G protein-coupled receptor G2 [Source:HGNC Symbol;Acc:HGNC:4516]	4.5274925	
GLT8D2	glycosyltransferase 8 domain containing 2 [Source:HGNC Symbol;Acc:HGNC:24890]	4.521762	
ALX4	ALX homeobox 4 [Source:HGNC Symbol;Acc:HGNC:450]	4.4997387	
KIF1A	kinesin family member 1A [Source:HGNC Symbol;Acc:HGNC:888]	4.4972153	
COL13A1	collagen type XIII alpha 1 chain [Source:HGNC Symbol;Acc:HGNC:2190]	4.4893947	
FBN2	fibrillin 2 [Source:HGNC Symbol;Acc:HGNC:3604]	4.4852905	
MECOM	MDS1 and EVI1 complex locus [Source:HGNC Symbol;Acc:HGNC:3498]	4.459927	
COL7A1	collagen type VII alpha 1 chain [Source:HGNC Symbol;Acc:HGNC:2214]	4.454706	
MEG3	maternally expressed 3 [Source:HGNC Symbol;Acc:HGNC:14575]	4.454553	
LUZP2	leucine zipper protein 2 [Source:HGNC Symbol;Acc:HGNC:23206]	4.421654	
SH3PXD2A-AS1	SH3PXD2A antisense RNA 1 [Source:HGNC Symbol;Acc:HGNC:45242]	4.416191	
MFAP2	microfibril associated protein 2 [Source:HGNC Symbol;Acc:HGNC:7033]	4.410968	
UCHL1	ubiquitin C-terminal hydrolase L1 [Source:HGNC Symbol;Acc:HGNC:12513]	4.407529	
MIR503HG	MIR503 host gene [Source:HGNC Symbol;Acc:HGNC:28258]	4.405339	
NPR1	natriuretic peptide receptor 1 [Source:HGNC Symbol;Acc:HGNC:7943]	4.404185	
AGTR1	angiotensin II receptor type 1 [Source:HGNC Symbol;Acc:HGNC:336]	4.401506	
OGN	osteoglycin [Source:HGNC Symbol;Acc:HGNC:8126]	4.388206	
OMD	osteomodulin [Source:HGNC Symbol;Acc:HGNC:8134]	4.3880777	
PROSER2-AS1	PROSER2 antisense RNA 1 [Source:HGNC Symbol;Acc:HGNC:27343]	4.362905	
PTGDS	prostaglandin D2 synthase [Source:HGNC Symbol;Acc:HGNC:9592]	4.3545303	
TDRD10	tudor domain containing 10 [Source:HGNC Symbol;Acc:HGNC:25316]	4.3214874	
ITGA8	integrin subunit alpha 8 [Source:HGNC Symbol;Acc:HGNC:6144]	4.314478	
DCHS2	dachsous cadherin-related 2 [Source:HGNC Symbol;Acc:HGNC:23111]	4.3132377	
LUM	lumican [Source:HGNC Symbol;Acc:HGNC:6724]	4.3022876	
MFAP4	microfibril associated protein 4 [Source:HGNC Symbol;Acc:HGNC:7035]	4.268303	
CCN4	cellular communication network factor 4 [Source:HGNC Symbol;Acc:HGNC:12769]	4.2670965	
SLIT3	slit guidance ligand 3 [Source:HGNC Symbol;Acc:HGNC:11087]	4.254444	
CILP2	cartilage intermediate layer protein 2 [Source:HGNC Symbol;Acc:HGNC:24213]	4.246662	
LRP1B	LDL receptor related protein 1B [Source:HGNC Symbol;Acc:HGNC:6693]	4.2466335	
ADAMTS7P1	ADAMTS7 pseudogene 1 [Source:HGNC Symbol;Acc:HGNC:49407]	4.241832	
NKX2-5	NK2 homeobox 5 [Source:HGNC Symbol;Acc:HGNC:2488]	4.225295	
WIF1	WNT inhibitory factor 1 [Source:HGNC Symbol;Acc:HGNC:18081]	4.2232666	
SLAMF9	SLAM family member 9 [Source:HGNC Symbol;Acc:HGNC:18430]	4.206531	
SHISAL1	shisa like 1 [Source:HGNC Symbol;Acc:HGNC:29335]	4.200698	
PRDM16-DT	PRDM16 divergent transcript [Source:HGNC Symbol;Acc:HGNC:48664]	4.1922154	
MEX3A	mex-3 RNA binding family member A [Source:HGNC Symbol;Acc:HGNC:33482]	4.190507	
SLC38A5	solute carrier family 38 member 5 [Source:HGNC Symbol;Acc:HGNC:18070]	4.1834474	
PRRG3	proline rich and Gla domain 3 [Source:HGNC Symbol;Acc:HGNC:30798]	4.183181	
HS6ST2	heparan sulfate 6-O-sulfotransferase 2 [Source:HGNC Symbol;Acc:HGNC:19133]	4.169234	
CXCL5	C-X-C motif chemokine ligand 5 [Source:HGNC Symbol;Acc:HGNC:10642]	4.1548686	
RNU4-2	RNA, U4 small nuclear 2 [Source:HGNC Symbol;Acc:HGNC:10193]	4.1396937	
SYCP2	synaptonemal complex protein 2 [Source:HGNC Symbol;Acc:HGNC:11490]	4.126875	
SFTPB	surfactant protein B [Source:HGNC Symbol;Acc:HGNC:10801]	4.1040955	
AP002852.1	novel transcript	4.0925393	
DIRC3-AS1	DIRC3 antisense RNA 1 [Source:HGNC Symbol;Acc:HGNC:50636]	4.087439	
TRGV3	T cell receptor gamma variable 3 [Source:HGNC Symbol;Acc:HGNC:12288]	4.043646	
RGS17	regulator of G protein signaling 17 [Source:HGNC Symbol;Acc:HGNC:14088]	4.0429897	
LAYN	layilin [Source:HGNC Symbol;Acc:HGNC:29471]	4.0324244	
ADAMTS12	ADAM metallopeptidase with thrombospondin type 1 motif 12 [Source:HGNC Symbol;Acc:HGNC:14605]	4.014343	
IL10	interleukin 10 [Source:HGNC Symbol;Acc:HGNC:5962]	3.9803152	
NHS	NHS actin remodeling regulator [Source:HGNC Symbol;Acc:HGNC:7820]	3.9775825	
SDK1	sidekick cell adhesion molecule 1 [Source:HGNC Symbol;Acc:HGNC:19307]	3.9747896	
SLC12A8	solute carrier family 12 member 8 [Source:HGNC Symbol;Acc:HGNC:15595]	3.9544213	
VCAN	versican [Source:HGNC Symbol;Acc:HGNC:2464]	3.9537659	
SLC51B	solute carrier family 51 subunit beta [Source:HGNC Symbol;Acc:HGNC:29956]	3.917991	
NOS1	nitric oxide synthase 1 [Source:HGNC Symbol;Acc:HGNC:7872]	3.9113152	
ADGRF5	adhesion G protein-coupled receptor F5 [Source:HGNC Symbol;Acc:HGNC:19030]	3.9024203	
FSD1	fibronectin type III and SPRY domain containing 1 [Source:HGNC Symbol;Acc:HGNC:13745]	3.8692648	
TRIL	TLR4 interactor with leucine rich repeats [Source:HGNC Symbol;Acc:HGNC:22200]	3.8640175	
BCAT1	branched chain amino acid transaminase 1 [Source:HGNC Symbol;Acc:HGNC:976]	3.8542554	
EPHA3	EPH receptor A3 [Source:HGNC Symbol;Acc:HGNC:3387]	3.8483045	
SSTR2	somatostatin receptor 2 [Source:HGNC Symbol;Acc:HGNC:11331]	3.8471334	
MEOX2	mesenchyme homeobox 2 [Source:HGNC Symbol;Acc:HGNC:7014]	3.8400798	
CACNB1	calcium voltage-gated channel auxiliary subunit beta 1 [Source:HGNC Symbol;Acc:HGNC:1401]	3.8072555	
OLFML1	olfactomedin like 1 [Source:HGNC Symbol;Acc:HGNC:24473]	3.8001287	
PKDCC	protein kinase domain containing, cytoplasmic [Source:HGNC Symbol;Acc:HGNC:25123]	3.7931771	
FMOD	fibromodulin [Source:HGNC Symbol;Acc:HGNC:3774]	3.7896373	
LINC00460	long intergenic non-protein coding RNA 460 [Source:HGNC Symbol;Acc:HGNC:42809]	3.7874932	
CPE	carboxypeptidase E [Source:HGNC Symbol;Acc:HGNC:2303]	3.785286	
PXDN	peroxidasin [Source:HGNC Symbol;Acc:HGNC:14966]	3.7807271	
LMOD1	leiomodin 1 [Source:HGNC Symbol;Acc:HGNC:6647]	3.7724924	
METTL11B	methyltransferase like 11B [Source:HGNC Symbol;Acc:HGNC:31932]	3.7674131	
LAMC3	laminin subunit gamma 3 [Source:HGNC Symbol;Acc:HGNC:6494]	3.763254	
SULF1	sulfatase 1 [Source:HGNC Symbol;Acc:HGNC:20391]	3.7629628	
CCNA1	cyclin A1 [Source:HGNC Symbol;Acc:HGNC:1577]	3.753786	
GDPD2	glycerophosphodiester phosphodiesterase domain containing 2 [Source:HGNC Symbol;Acc:HGNC:25974]	3.7474637	
LINC02584	long intergenic non-protein coding RNA 2584 [Source:HGNC Symbol;Acc:HGNC:33275]	3.7242818	
SPAG4	sperm associated antigen 4 [Source:HGNC Symbol;Acc:HGNC:11214]	3.722368	
LINC01711	long intergenic non-protein coding RNA 1711 [Source:HGNC Symbol;Acc:HGNC:28663]	3.7139425	
HTR1F	5-hydroxytryptamine receptor 1F [Source:HGNC Symbol;Acc:HGNC:5292]	3.6956766	
MMP2	matrix metallopeptidase 2 [Source:HGNC Symbol;Acc:HGNC:7166]	3.6839943	
LCN2	lipocalin 2 [Source:HGNC Symbol;Acc:HGNC:6526]	3.6735148	
C6orf223	chromosome 6 open reading frame 223 [Source:HGNC Symbol;Acc:HGNC:28692]	3.668045	
OSR1	odd-skipped related transcription factor 1 [Source:HGNC Symbol;Acc:HGNC:8111]	3.6640794	
C3orf80	chromosome 3 open reading frame 80 [Source:HGNC Symbol;Acc:HGNC:40048]	3.6556277	
GABRQ	gamma-aminobutyric acid type A receptor subunit theta [Source:HGNC Symbol;Acc:HGNC:14454]	3.6552746	
COMP	cartilage oligomeric matrix protein [Source:HGNC Symbol;Acc:HGNC:2227]	3.6532035	
LINC00671	long intergenic non-protein coding RNA 671 [Source:HGNC Symbol;Acc:HGNC:44339]	3.6516056	
CLMP	CXADR like membrane protein [Source:HGNC Symbol;Acc:HGNC:24039]	3.6444395	
LINC02544	long intergenic non-protein coding RNA 2544 [Source:HGNC Symbol;Acc:HGNC:53578]	3.627765	
NPNT	nephronectin [Source:HGNC Symbol;Acc:HGNC:27405]	3.627636	
ZAR1	zygote arrest 1 [Source:HGNC Symbol;Acc:HGNC:20436]	3.617608	
TRPA1	transient receptor potential cation channel subfamily A member 1 [Source:HGNC Symbol;Acc:HGNC:497]	3.5909123	
GFPT2	glutamine-fructose-6-phosphate transaminase 2 [Source:HGNC Symbol;Acc:HGNC:4242]	3.5698361	
KL	klotho [Source:HGNC Symbol;Acc:HGNC:6344]	3.5696144	
CFAP61	cilia and flagella associated protein 61 [Source:HGNC Symbol;Acc:HGNC:15872]	3.564562	
RASSF9	Ras association domain family member 9 [Source:HGNC Symbol;Acc:HGNC:15739]	3.5262883	
NMUR1	neuromedin U receptor 1 [Source:HGNC Symbol;Acc:HGNC:4518]	3.5124114	
NPTX2	neuronal pentraxin 2 [Source:HGNC Symbol;Acc:HGNC:7953]	3.5118601	
MUC13	mucin 13, cell surface associated [Source:HGNC Symbol;Acc:HGNC:7511]	3.5049295	
EFCAB1	EF-hand calcium binding domain 1 [Source:HGNC Symbol;Acc:HGNC:25678]	3.5008411	
MICAL2	microtubule associated monooxygenase, calponin and LIM domain containing 2 [Source:HGNC Symbol;Acc:HGNC:24693]	3.496814	
NCMAP	non-compact myelin associated protein [Source:HGNC Symbol;Acc:HGNC:29332]	3.4866123	
FOXG1	forkhead box G1 [Source:HGNC Symbol;Acc:HGNC:3811]	3.4847102	
FBLN7	fibulin 7 [Source:HGNC Symbol;Acc:HGNC:26740]	3.4820278	
PODXL	podocalyxin like [Source:HGNC Symbol;Acc:HGNC:9171]	3.476359	
IGF2	insulin like growth factor 2 [Source:HGNC Symbol;Acc:HGNC:5466]	3.4737558	
PDE4C	phosphodiesterase 4C [Source:HGNC Symbol;Acc:HGNC:8782]	3.4732168	
NEURL1	neuralized E3 ubiquitin protein ligase 1 [Source:HGNC Symbol;Acc:HGNC:7761]	3.4577467	
PDGFD	platelet derived growth factor D [Source:HGNC Symbol;Acc:HGNC:30620]	3.429341	
LYPLAL1-AS1	LYPLAL1 antisense RNA 1 [Source:HGNC Symbol;Acc:HGNC:54054]	3.4291642	
CLIC6	chloride intracellular channel 6 [Source:HGNC Symbol;Acc:HGNC:2065]	3.4272444	
KIF5A	kinesin family member 5A [Source:HGNC Symbol;Acc:HGNC:6323]	3.4201303	
H2BW3P	H2B.W histone 3, pseudogene [Source:HGNC Symbol;Acc:HGNC:44390]	3.4186943	
SOAT2	sterol O-acyltransferase 2 [Source:HGNC Symbol;Acc:HGNC:11178]	3.4148479	
NMU	neuromedin U [Source:HGNC Symbol;Acc:HGNC:7859]	3.394277	
DCSTAMP	dendrocyte expressed seven transmembrane protein [Source:HGNC Symbol;Acc:HGNC:18549]	3.3810642	
SH2D1B	SH2 domain containing 1B [Source:HGNC Symbol;Acc:HGNC:30416]	3.3736348	
RASL12	RAS like family 12 [Source:HGNC Symbol;Acc:HGNC:30289]	3.371636	
LRRTM1	leucine rich repeat transmembrane neuronal 1 [Source:HGNC Symbol;Acc:HGNC:19408]	3.3686783	
AC034199.1	novel transcript	3.3661702	
SPAG6	sperm associated antigen 6 [Source:HGNC Symbol;Acc:HGNC:11215]	3.360237	
GAL	galanin and GMAP prepropeptide [Source:HGNC Symbol;Acc:HGNC:4114]	3.3598967	
RAD1P2	RAD1 pseudogene 2 [Source:HGNC Symbol;Acc:HGNC:49480]	3.3574011	
PAEP	progestagen associated endometrial protein [Source:HGNC Symbol;Acc:HGNC:8573]	3.3480778	
RGS22	regulator of G protein signaling 22 [Source:HGNC Symbol;Acc:HGNC:24499]	3.3426719	
SLC16A12	solute carrier family 16 member 12 [Source:HGNC Symbol;Acc:HGNC:23094]	3.3374665	
POU2F3	POU class 2 homeobox 3 [Source:HGNC Symbol;Acc:HGNC:19864]	3.3261194	
RAB31	RAB31, member RAS oncogene family [Source:HGNC Symbol;Acc:HGNC:9771]	3.321539	
ASS1	argininosuccinate synthase 1 [Source:HGNC Symbol;Acc:HGNC:758]	3.3163288	
IL31RA	interleukin 31 receptor A [Source:HGNC Symbol;Acc:HGNC:18969]	3.3009195	
ADGRL3	adhesion G protein-coupled receptor L3 [Source:HGNC Symbol;Acc:HGNC:20974]	3.299535	
LTBP1	latent transforming growth factor beta binding protein 1 [Source:HGNC Symbol;Acc:HGNC:6714]	3.2891672	
CEP126	centrosomal protein 126 [Source:HGNC Symbol;Acc:HGNC:29264]	3.283037	
AIM2	absent in melanoma 2 [Source:HGNC Symbol;Acc:HGNC:357]	3.2603302	
CALHM5	calcium homeostasis modulator family member 5 [Source:HGNC Symbol;Acc:HGNC:21568]	3.2459037	
GABRR1	gamma-aminobutyric acid type A receptor subunit rho1 [Source:HGNC Symbol;Acc:HGNC:4090]	3.2441156	
AL109615.3	novel transcript, antisense to C6orf223	3.2398174	
EDIL3-DT	EDIL3 divergent transcript [Source:HGNC Symbol;Acc:HGNC:40204]	3.2390952	
ANGPTL5	angiopoietin like 5 [Source:HGNC Symbol;Acc:HGNC:19705]	3.2342067	
LINC02086	long intergenic non-protein coding RNA 2086 [Source:HGNC Symbol;Acc:HGNC:52936]	3.2306588	
HCAR1	hydroxycarboxylic acid receptor 1 [Source:HGNC Symbol;Acc:HGNC:4532]	3.2284062	
NID1	nidogen 1 [Source:HGNC Symbol;Acc:HGNC:7821]	3.2282612	
RSPO4	R-spondin 4 [Source:HGNC Symbol;Acc:HGNC:16175]	3.2252598	
BHLHA15	basic helix-loop-helix family member a15 [Source:HGNC Symbol;Acc:HGNC:22265]	3.207842	
PTGER2	prostaglandin E receptor 2 [Source:HGNC Symbol;Acc:HGNC:9594]	3.2047446	
ADAP1	ArfGAP with dual PH domains 1 [Source:HGNC Symbol;Acc:HGNC:16486]	3.1996255	
HTR1D	5-hydroxytryptamine receptor 1D [Source:HGNC Symbol;Acc:HGNC:5289]	3.1978354	
LINC01239	long intergenic non-protein coding RNA 1239 [Source:HGNC Symbol;Acc:HGNC:49796]	3.197703	
CYP1B1-AS1	CYP1B1 antisense RNA 1 [Source:HGNC Symbol;Acc:HGNC:28543]	3.1973789	
SLC7A14	solute carrier family 7 member 14 [Source:HGNC Symbol;Acc:HGNC:29326]	3.1901188	
OTP	orthopedia homeobox [Source:HGNC Symbol;Acc:HGNC:8518]	3.1833339	
SVEP1	sushi, von Willebrand factor type A, EGF and pentraxin domain containing 1 [Source:HGNC Symbol;Acc:HGNC:15985]	3.1740205	
TRIM71	tripartite motif containing 71 [Source:HGNC Symbol;Acc:HGNC:32669]	3.1726294	
RIPPLY3	ripply transcriptional repressor 3 [Source:HGNC Symbol;Acc:HGNC:3047]	3.167585	
AC036214.1	novel transcript	3.1642506	
ARMC4	armadillo repeat containing 4 [Source:HGNC Symbol;Acc:HGNC:25583]	3.1609533	
PRDM16	PR/SET domain 16 [Source:HGNC Symbol;Acc:HGNC:14000]	3.1471355	
ITGA5	integrin subunit alpha 5 [Source:HGNC Symbol;Acc:HGNC:6141]	3.1463137	
ALDH1A2	aldehyde dehydrogenase 1 family member A2 [Source:HGNC Symbol;Acc:HGNC:15472]	3.1461647	
ADAMTS2	ADAM metallopeptidase with thrombospondin type 1 motif 2 [Source:HGNC Symbol;Acc:HGNC:218]	3.1429033	
KCNJ15	potassium inwardly rectifying channel subfamily J member 15 [Source:HGNC Symbol;Acc:HGNC:6261]	3.1316202	
MYLK2	myosin light chain kinase 2 [Source:HGNC Symbol;Acc:HGNC:16243]	3.1313171	
KCNK3	potassium two pore domain channel subfamily K member 3 [Source:HGNC Symbol;Acc:HGNC:6278]	3.1278894	
TIE1	tyrosine kinase with immunoglobulin like and EGF like domains 1 [Source:HGNC Symbol;Acc:HGNC:11809]	3.1212523	
FAT4	FAT atypical cadherin 4 [Source:HGNC Symbol;Acc:HGNC:23109]	3.107226	
IMPA1P1	inositol monophosphatase 1 pseudogene 1 [Source:HGNC Symbol;Acc:HGNC:33956]	3.1013484	
SNORA74B	small nucleolar RNA, H/ACA box 74B [Source:HGNC Symbol;Acc:HGNC:32660]	3.100922	
SHISA6	shisa family member 6 [Source:HGNC Symbol;Acc:HGNC:34491]	3.0972245	
TTLL11-IT1	TTLL11 intronic transcript 1 [Source:HGNC Symbol;Acc:HGNC:24214]	3.0967145	
PROCR	protein C receptor [Source:HGNC Symbol;Acc:HGNC:9452]	3.0869	
IGLV6-57	immunoglobulin lambda variable 6-57 [Source:HGNC Symbol;Acc:HGNC:5927]	3.0837138	
CYP24A1	cytochrome P450 family 24 subfamily A member 1 [Source:HGNC Symbol;Acc:HGNC:2602]	3.0807714	
P2RX2	purinergic receptor P2X 2 [Source:HGNC Symbol;Acc:HGNC:15459]	3.0773096	
TMEM200B	transmembrane protein 200B [Source:HGNC Symbol;Acc:HGNC:33785]	3.0766602	
PPEF1	protein phosphatase with EF-hand domain 1 [Source:HGNC Symbol;Acc:HGNC:9243]	3.073231	
LCN1	lipocalin 1 [Source:HGNC Symbol;Acc:HGNC:6525]	3.0670075	
LRRN3	leucine rich repeat neuronal 3 [Source:HGNC Symbol;Acc:HGNC:17200]	3.0669024	
ROR2	receptor tyrosine kinase like orphan receptor 2 [Source:HGNC Symbol;Acc:HGNC:10257]	3.0537636	
OR51E1	olfactory receptor family 51 subfamily E member 1 [Source:HGNC Symbol;Acc:HGNC:15194]	3.0501833	
MOV10L1	Mov10 like RISC complex RNA helicase 1 [Source:HGNC Symbol;Acc:HGNC:7201]	3.0500717	
MATN3	matrilin 3 [Source:HGNC Symbol;Acc:HGNC:6909]	3.0494258	
EMILIN3	elastin microfibril interfacer 3 [Source:HGNC Symbol;Acc:HGNC:16123]	3.0419574	
OR51E2	olfactory receptor family 51 subfamily E member 2 [Source:HGNC Symbol;Acc:HGNC:15195]	3.0385795	
ACTG2	actin gamma 2, smooth muscle [Source:HGNC Symbol;Acc:HGNC:145]	3.0381548	
NKX2-6	NK2 homeobox 6 [Source:HGNC Symbol;Acc:HGNC:32940]	3.0334954	
ANO1	anoctamin 1 [Source:HGNC Symbol;Acc:HGNC:21625]	3.030977	
AL845331.2	methylenetetrahydrofolate dehydrogenase (NADP+ dependent) 1-like (MTHFD1L) pseudogene	3.0307813	
MALL	mal, T cell differentiation protein like [Source:HGNC Symbol;Acc:HGNC:6818]	3.0262222	
GREM2	gremlin 2, DAN family BMP antagonist [Source:HGNC Symbol;Acc:HGNC:17655]	3.013562	
ITGBL1	integrin subunit beta like 1 [Source:HGNC Symbol;Acc:HGNC:6164]	3.0118234	
MEIOB	meiosis specific with OB-fold [Source:HGNC Symbol;Acc:HGNC:28569]	3.0100873	
CCL8	C-C motif chemokine ligand 8 [Source:HGNC Symbol;Acc:HGNC:10635]	3.007787	
COL12A1	collagen type XII alpha 1 chain [Source:HGNC Symbol;Acc:HGNC:2188]	3.0064168	
CIBAR2	CBY1 interacting BAR domain containing 2 [Source:HGNC Symbol;Acc:HGNC:24781]	3.0056868	
IL36B	interleukin 36 beta [Source:HGNC Symbol;Acc:HGNC:15564]	3.004569	
CAPN6	calpain 6 [Source:HGNC Symbol;Acc:HGNC:1483]	2.9831312	
SCGB3A2	secretoglobin family 3A member 2 [Source:HGNC Symbol;Acc:HGNC:18391]	2.979058	
